oomp_id,part_number_distributor_orbital_fasteners,part_number_manufacturer_metalmate,distributor_current,quantity_current,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth_weight,project_bolt_tray_capacity_oobb_2_5_width_2_length_18_mm_depth,weight,weight_10,price_1_distributor_orbital_fasteners,price_100_distributor_orbital_fasteners,price_200_distributor_orbital_fasteners,price_1000_distributor_orbital_fasteners,price_10000_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,webpage_manufacturer_metalmate,name_manufacturer_metalmate,box_size_manufacturer_metalmate,box_of_box_size_manufacturer_metalmate,commonity_code,barcode_manufacturer_metalmate,price_1,price_100,price_200,price_1000,price_10000,price_current
hardware_set_screw_m5_20_mm_length,1851100,Z0318M470020,,,,,,,,0.0328,0.0328,0.0328,0.0182,0.0145,https://www.orbitalfasteners.co.uk/products/m5-x-20-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m5-x-20-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m470020,M5 x 20 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),500,5000,7318158880,5050420654098,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_22_mm_length,1851105,Z0318M470022,,,,,,,,0.108,0.108,0.108,0.06,0.048,https://www.orbitalfasteners.co.uk/products/m5-x-22-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_25_mm_length,1851110,Z0318M470025,,,,,,,,0.0379,0.0379,0.0379,0.0211,0.0168,https://www.orbitalfasteners.co.uk/products/m5-x-25-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_30_mm_length,1851120,Z0318M470030,,,,,,,,0.0424,0.0424,0.0424,0.0235,0.0188,https://www.orbitalfasteners.co.uk/products/m5-x-30-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m5-x-30-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m470030,M5 x 30 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),500,4000,7318158880,5050420672283,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_35_mm_length,1851130,Z0318M470035,,,,,,,,0.0481,0.0481,0.0481,0.0268,0.0214,https://www.orbitalfasteners.co.uk/products/m5-x-35-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_40_mm_length,1851140,Z0318M470040,,,,,,,,0.0481,0.0481,0.0268,0.0241,0.0214,https://www.orbitalfasteners.co.uk/products/m5-x-40-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m5-x-40-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m470040,M5 x 40 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2400,7318158880,5050420654104,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_45_mm_length,1851142,Z0318M470045,,,,,,,,0.0571,0.0571,0.0318,0.0254,0.0254,https://www.orbitalfasteners.co.uk/products/m5-x-45-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-din-933,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_50_mm_length,1851141,Z0318M470050,,,,,,,,0.062,0.062,0.0344,0.0276,0.0276,https://www.orbitalfasteners.co.uk/products/m5-x-50-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m5-x-50-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m470050,M5 x 50 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2000,7318158880,5050420654111,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_55_mm_length,,Z0318M470055,,,,,,,,,,,,,,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_60_mm_length,1851143,Z0318M470060,,,,,,,,0.073,0.073,0.0406,0.0324,0.0324,https://www.orbitalfasteners.co.uk/products/m5-x-60-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m5-x-60-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m470060,M5 x 60 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2000,7318158880,5050420675192,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_8_mm_length,1851060,Z0318M47008,,,,,,,,0.0232,0.0232,0.0232,0.0128,0.0103,https://www.orbitalfasteners.co.uk/products/m5-x-8-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_70_mm_length,1851145,Z0318M470070,,,,,,,,0.1342,0.0745,0.0745,0.0596,0.0596,https://www.orbitalfasteners.co.uk/products/m5-x-70-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m5_80_mm_length,1851147,Z0318M470080,,,,,,,,0.216,0.12,0.12,0.096,0.096,https://www.orbitalfasteners.co.uk/products/m5-x-80-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_10_mm_length,1851000,,,,,,,,,0.0232,0.0232,0.0232,0.0128,0.0103,https://www.orbitalfasteners.co.uk/products/m4-x-10-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_12_mm_length,1851010,,,,,,,,,0.0254,0.0254,0.0254,0.0142,0.0113,https://www.orbitalfasteners.co.uk/products/m4-x-12-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_16_mm_length,1851020,,,,,,,,,0.029,0.029,0.029,0.0162,0.013,https://www.orbitalfasteners.co.uk/products/m4-x-16-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_20_mm_length,1851030,,,,,,,,,0.0328,0.0328,0.0328,0.0182,0.0145,https://www.orbitalfasteners.co.uk/products/m4-x-20-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_25_mm_length,1851040,,,,,,,,,0.0379,0.0379,0.0379,0.0211,0.0169,https://www.orbitalfasteners.co.uk/products/m4-x-25-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_30_mm_length,1851050,,,,,,,,,0.0424,0.0424,0.0424,0.0235,0.0188,https://www.orbitalfasteners.co.uk/products/m4-x-30-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_35_mm_length,1851051,,,,,,,,,0.0481,0.0481,0.0481,0.0268,0.0214,https://www.orbitalfasteners.co.uk/products/m4-x-35-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_40_mm_length,1851052,,,,,,,,,0.0481,0.0481,0.0481,0.0268,0.0214,https://www.orbitalfasteners.co.uk/products/m4-x-40-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_50_mm_length,1851054,,,,,,,,,0.062,0.062,0.062,0.0344,0.0276,https://www.orbitalfasteners.co.uk/products/m4-x-50-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m4_8_mm_length,1850990,,,,,,,,,0.0232,0.0232,0.0232,0.0128,0.0103,https://www.orbitalfasteners.co.uk/products/m4-x-8-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m3_10_mm_length,1850810,,,,,,,,,0.034,0.034,0.034,0.0188,0.0151,https://www.orbitalfasteners.co.uk/products/m3-x-10-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-din-933,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m3_12_mm_length,1850820,,,,,,,,,0.0362,0.0362,0.0362,0.0202,0.0161,https://www.orbitalfasteners.co.uk/products/m3-x-12-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-din-933,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m3_16_mm_length,1850830,,,,,,,,,0.04,0.04,0.04,0.0222,0.0178,https://www.orbitalfasteners.co.uk/products/m3-x-16-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-din-933,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m3_20_mm_length,1850840,,,,,,,,,0.0454,0.0454,0.0454,0.0252,0.0202,https://www.orbitalfasteners.co.uk/products/m3-x-20-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-din-933,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m3_25_mm_length,1850850,,,,,,,,,0.0481,0.0481,0.0481,0.0268,0.0214,https://www.orbitalfasteners.co.uk/products/m3-x-25-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-din-933,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m3_30_mm_length,1851050,,,,,,,,,0.0424,0.0424,0.0424,0.0235,0.0188,https://www.orbitalfasteners.co.uk/products/m4-x-30-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m3_8_mm_length,1850800,,,,,,,,,0.034,0.034,0.034,0.0188,0.0151,https://www.orbitalfasteners.co.uk/products/m3-x-8-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-din-933,,,,,,,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_100_mm_length,1851412,Z0318M540100,,,,,,,,0.2101,0.1313,0.1313,0.105,0.105,https://www.orbitalfasteners.co.uk/products/m8-x-100-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-100-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540100,M8 x 100 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,600,7318158880,5050420654395,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_10_mm_length,1851254,Z0318M540010,,,,,,,,0.0409,0.0409,0.0256,0.023,0.0204,https://www.orbitalfasteners.co.uk/products/m8-x-10-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-10-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540010,M8 x 10 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2400,7318158880,5050420654241,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_12_mm_length,1851270,Z0318M540012,,,,,,,,0.0434,0.0434,0.0271,0.0245,0.0217,https://www.orbitalfasteners.co.uk/products/m8-x-12-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-12-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540012,M8 x 12 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2400,7318158880,5050420675901,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_16_mm_length,1851280,Z0318M540016,,,,,,,,0.0502,0.0502,0.0314,0.0282,0.0251,https://www.orbitalfasteners.co.uk/products/m8-x-16-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-16-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540016,M8 x 16 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,2000,7318158880,5050420654258,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_20_mm_length,1851290,Z0318M540020,,,,,,,,0.0557,0.0557,0.0348,0.0278,0.0278,https://www.orbitalfasteners.co.uk/products/m8-x-20-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-20-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540020,M8 x 20 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1600,7318158880,5050420654265,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_25_mm_length,1851300,Z0318M540025,,,,,,,,0.0601,0.0601,0.0376,0.0301,0.0301,https://www.orbitalfasteners.co.uk/products/m8-x-25-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-25-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540025,M8 x 25 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1600,7318158880,5050420654272,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_30_mm_length,1851310,Z0318M540030,,,,,,,,0.0673,0.0673,0.0421,0.0378,0.0336,https://www.orbitalfasteners.co.uk/products/m8-x-30-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-30-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540030,M8 x 30 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420654289,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_35_mm_length,1851320,Z0318M540035,,,,,,,,0.0744,0.0744,0.0466,0.0419,0.0372,https://www.orbitalfasteners.co.uk/products/m8-x-35-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-35-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540035,M8 x 35 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420654296,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_40_mm_length,1851330,Z0318M540040,,,,,,,,0.0796,0.0796,0.0497,0.0448,0.0397,https://www.orbitalfasteners.co.uk/products/m8-x-40-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-40-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540040,M8 x 40 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,1200,7318158880,5050420654302,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_45_mm_length,1851340,Z0318M540045,,,,,,,,0.0874,0.0874,0.0546,0.0492,0.0437,https://www.orbitalfasteners.co.uk/products/m8-x-45-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-45-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540045,M8 x 45 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,800,7318158880,5050420654319,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_50_mm_length,1851350,Z0318M540050,,,,,,,,0.0943,0.0943,0.0589,0.053,0.0472,https://www.orbitalfasteners.co.uk/products/m8-x-50-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-50-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540050,M8 x 50 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,800,7318158880,5050420654326,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_55_mm_length,1851360,Z0318M540055,,,,,,,,0.1003,0.1003,0.0628,0.0564,0.0502,https://www.orbitalfasteners.co.uk/products/m8-x-55-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-55-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540055,M8 x 55 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,800,7318158880,5050420654333,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_60_mm_length,1851370,Z0318M540060,,,,,,,,0.1528,0.1528,0.0955,0.0764,0.0764,https://www.orbitalfasteners.co.uk/products/m8-x-60-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-60-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540060,M8 x 60 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),200,800,7318158880,5050420654340,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_65_mm_length,1851380,Z0318M540065,,,,,,,,0.194,0.1213,0.1213,0.0971,0.0971,https://www.orbitalfasteners.co.uk/products/m8-x-65-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-65-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540065,M8 x 65 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,800,7318158880,5050420654357,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_70_mm_length,1851390,Z0318M540070,,,,,,,,0.1211,0.0757,0.0757,0.0605,0.0605,https://www.orbitalfasteners.co.uk/products/m8-x-70-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-70-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540070,M8 x 70 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,800,7318158880,5050420675918,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_75_mm_length,1851400,Z0318M540075,,,,,,,,0.176,0.11,0.11,0.088,0.088,https://www.orbitalfasteners.co.uk/products/m8-x-75-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-75-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540075,M8 x 75 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,600,7318158880,5050420654364,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_80_mm_length,1851410,Z0318M540080,,,,,,,,0.1843,0.1152,0.1152,0.0922,0.0922,https://www.orbitalfasteners.co.uk/products/m8-x-80-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-80-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540080,M8 x 80 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,600,7318158880,5050420654371,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_90_mm_length,1851411,Z0318M540090,,,,,,,,0.1962,0.1226,0.1226,0.098,0.098,https://www.orbitalfasteners.co.uk/products/m8-x-90-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-90-high-tensile-set-gr-8-8-zinc-plated-metalm-z0318m540090,M8 x 90 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,600,7318158880,5050420654388,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_110_mm_length,1851413,Z0318M540110,,,,,,,,0.3178,0.1986,0.1986,0.1589,0.1589,https://www.orbitalfasteners.co.uk/products/m8-x-110-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m8-x-110-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540110,M8 x 110 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,400,7318158880,5050420681056,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_120_mm_length,1851414,Z0318M540120,,,,,,,,0.3336,0.2086,0.2086,0.1668,0.1668,https://www.orbitalfasteners.co.uk/products/m8-x-120-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m8-x-120-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540120,M8 x 120 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),100,400,7318158880,5050420676915,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_130_mm_length,1851415,Z0318M540130,,,,,,,,0.36,0.225,0.225,0.18,0.18,https://www.orbitalfasteners.co.uk/products/m8-x-130-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m8-x-130-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540130,M8 x 130 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),50,300,7318158880,5050420681063,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_140_mm_length,1851416,Z0318M540140,,,,,,,,0.4123,0.2578,0.2578,0.2062,0.2062,https://www.orbitalfasteners.co.uk/products/m8-x-140-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated,https://www.harclob2b.com/m8-x-140-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540140,M8 x 140 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),50,300,7318158880,5050420681070,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
hardware_set_screw_m8_150_mm_length,1851417,Z0318M540150,,,,,,,,0.4186,0.2616,0.2616,0.2093,0.2093,https://www.orbitalfasteners.co.uk/products/m8-x-150-hexagon-head-set-screws-high-tensile-grade-8-8-bright-zinc-plated-,https://www.harclob2b.com/m8-x-150-high-tensile-set-gr-8-8-zinc-plated-metal-z0318m540150,M8 x 150 High Tensile Set Gr 8.8 Zinc Plated Metalmate DIN 933 (ISO 4017),50,300,7318158880,5050420681087,missing_value,missing_value,missing_value,missing_value,missing_value,missing_value
